6 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2
0 0 0 0 6 0 4 0 0 4 0 0 0 0 0 0 0 0 0 4 0 2 0 0 4 6 0 2
0 0 0 0 6 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 0 2
0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 6 0 2 4 0 0 0 0 4 0 0 0 0 0 4 0 0 6 0 0 0 2
0 0 0 0 0 0 6 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 6 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2
0 0 0 0 0 0 0 6 0 0 0 4 0 0 0 4 0 0 0 0 2 0 6 0 0 0 0 2
0 0 0 0 0 0 0 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 6 0 2
4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 6 0 2
1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 6 1 1 1 1 1 1 1 6 6 6 1 1
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
10 15 
1 26
4
0 5
1 17
4 0
14 5
