0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 3 3 3 3 3 3 3 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0 4 0 0 0 0 0 0 2 1 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0 0 0
1 1 1 1 1 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 6 6 6 6 6 6 6
0 0 0 0 0 2 0 0 0 2 0 0 0 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0
0 0 0 0 0 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 0 0 0 0 0 0 0
0 0 4 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 3 3 0 0 0 0 0
1 1 1 1 2 1 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 3 3 0 0 0
0 0 0 0 2 0 0 0 0 2 1 1 1 1 1 1 2 1 1 0 0 0 0 0 0 3 3 4
0 0 0 0 2 3 3 3 3 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 2 0 0 0 0 0 0 0 2 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0
0 0 0 0 2 0 0 0 0 0 0 0 2 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0
1 1 1 2 1 1 1 1 1 1 1 1 1 1 0 0 0 4 0 0 0 1 1 1 1 1 2 1
1 1 1 2 1 1 1 1 1 1 1 1 1 1 0 2 1 1 1 2 0 1 1 1 1 1 2 1
0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 2 0 0 0 4 0 0 2 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
2 25
14 10
3
4 7
7 17
9 21
